table,columns
JCO_SMS_SEM,13
JCO_SMS_SEM_2,13
KAJ_ANALISIS_AGENTES,11
KAJ_ANALISIS_FACO,36
KAJ_CANT_ENVIOS_TOTAL_MES,3
KAJ_CAPACIDAD_POR_DIA_MSG,7
KAJ_CAPACIDAD_SOCIO,13
KAJ_CAPACIDAD_SOCIO_ACUMULADO,13
KAJ_ENTRANTES,4
KAJ_ENVIOS_XDIA_PEDIDO,4
KAJ_FTES,3
KAJ_Fechas_Corte_Status,4
KAJ_IP_FM_2025,18
KAJ_METRICAS_AGENTES_VOZ,28
KAJ_PREV_DIA_PPP_DETALLE,18
KAJ_PREV_PPP_DETALLE,21
KAJ_REPORTE_CAPACIDAD_LLAM_REQ_DOT_INI,11
KAJ_RESUMEN_AGENTE_ABAI,15
KAJ_RESUMEN_AGENTE_ATENTO,15
KAJ_RESUMEN_AGENTE_GSS,15
KAJ_RESUMEN_AGENTE_KONECTA,15
KAJ_RESUMEN_NOTIF_WHATSAPP,16
KAJ_RESUMEN_NOTIF_WHATSAPP_ACUMULADO,19
KAJ_RESUMEN_PLANTAS,10
KAJ_RESUMEN_PLANTA_FIJA,27
KAJ_STATUS_ACUMULADO,45
KAJ_faco_subscriber,11
KA_REQUERIDO_PLATAFORMA,10
KA_TEMP_INDICADORES,19
LOG_DIA_ENVIO_SMS_DERIVACION_WSAPP,3
Listar_Archivos,2
LogArchivosConvertidos,4
MGS_RESUMEN,5
MGS_RESUMEN_DIA,7
MGS_RESUMEN_HISTORICO,5
MGS_RESUMEN_PLANTA,7
MSGE_CONTROL_DANA,23
MSGE_CONTROL_DANA_ACUMULADO,25
MSGE_CONTROL_ENVIOS,23
MSGE_CONTROL_ENVIOS_ACUMULADO,31
MSG_CAPACIDAD_COMUNICACIONES,3
NO_BORRAR_BASE_FILTRAR_TRAMITADORES_ADHOC,1
NO_BORRAR_CDR_TODAY,73
NO_BORRAR_piloto_capta_fija_mt,1
NO_BORRAR_piloto_capta_movil_mt,1
PLANILLAS_PPP_MESES_ULT_ACT,21
PLANILLAS_PPP_MESES_ULT_ACT222,20
PLANTILLA_REPORTE_CAPACIDAD,11
ProcesamientoLog,7
ProcesamientoLog_CORREO_PEPE,7
ProcesamientoLog_temporal,7
REDUCTORES,27
RESUMEN_CONSOLIDADO_NOTIFICACION_WHATSAPP,22
RESUMEN_DETALLE_INTERVALO,26
RESUMEN_INDICADORES_ERLANG,22
RESUMEN_INDIC_GENERALES_CCEE_DIA,47
RESUMEN_INDIC_GENERALES_CCEE_HORA,48
RESUMEN_INDIC_GENERALES_CCEE_INTERVALO,49
RESUMEN_INDIC_GENERALES_VOZ_DIA,35
